57	14	4	4		40	1	-1	2023-10-03 15:00:00.000000 +00:00	2023-10-09 15:00:00.000000 +00:00	10	3	2023-10-04 05:12:49.783968 +00:00	1697170519
35	8	3	3		15	1	1	2023-10-16 15:00:00.000000 +00:00	2023-10-17 15:00:00.000000 +00:00		2	2023-09-28 13:34:48.615504 +00:00	1699427062
42	8	4	4		35	1	1	2023-10-18 15:00:00.000000 +00:00	2023-10-24 15:00:00.000000 +00:00		3	2023-09-28 13:41:50.180470 +00:00	1699427062
43	8	8	1		8	1	1	2023-10-25 15:00:00.000000 +00:00	2023-10-25 15:00:00.000000 +00:00		4	2023-09-28 13:42:59.557366 +00:00	1699427062
12	3							2023-09-25 15:00:00.000000 +00:00	2023-09-26 15:00:00.000000 +00:00		4	2023-09-25 03:45:11.566812 +00:00	1695702296
2	2	2	2		303	2	1	2023-10-01 15:00:00.000000 +00:00	2023-10-25 15:00:00.000000 +00:00	80	1	2023-09-25 02:29:59.426189 +00:00	1695796335
3	2	3	3		150	3	9	2023-11-05 15:00:00.000000 +00:00	2023-11-09 15:00:00.000000 +00:00	40	2	2023-09-25 02:32:47.563986 +00:00	1695796335
5	2	8	1		70	1	1	2023-12-03 15:00:00.000000 +00:00	2023-12-13 15:00:00.000000 +00:00		4	2023-09-25 02:32:48.940761 +00:00	1695796335
8	2	7	4		200	3	5	2024-01-28 15:00:00.000000 +00:00	2024-02-07 15:00:00.000000 +00:00		7	2023-09-25 02:34:02.117648 +00:00	1695796335
4	2	4	4		300	3	1	2023-11-13 15:00:00.000000 +00:00	2023-11-29 15:00:00.000000 +00:00	15	3	2023-09-25 02:32:48.368230 +00:00	1695796335
6	2	5	5		100	1	1	2023-12-17 15:00:00.000000 +00:00	2024-01-02 15:00:00.000000 +00:00		5	2023-09-25 02:32:49.475130 +00:00	1695796335
7	2	6	6		100	1	1	2024-01-04 15:00:00.000000 +00:00	2024-01-22 15:00:00.000000 +00:00		6	2023-09-25 02:33:46.912097 +00:00	1695796335
9	3	5	5		40	1		2023-11-19 15:00:00.000000 +00:00	2023-11-23 15:00:00.000000 +00:00		1	2023-09-25 03:45:00.031615 +00:00	1695796335
10	3	6	6		38	1	1	2023-11-27 15:00:00.000000 +00:00	2023-12-03 15:00:00.000000 +00:00		2	2023-09-25 03:45:06.630752 +00:00	1695796335
11	3	7	4		50	1	1	2023-12-05 15:00:00.000000 +00:00	2023-12-13 15:00:00.000000 +00:00		3	2023-09-25 03:45:10.334306 +00:00	1695796335
58	14	8	1		32	1	2	2023-10-11 15:00:00.000000 +00:00	2023-10-16 15:00:00.000000 +00:00		4	2023-10-04 05:12:50.451004 +00:00	1697170366
60	14	6	6		24	1	1	2023-10-19 15:00:00.000000 +00:00	2023-10-23 15:00:00.000000 +00:00		6	2023-10-04 05:13:21.402823 +00:00	1697170366
59	14	5	5		32	2	1	2023-10-17 15:00:00.000000 +00:00	2023-10-18 15:00:00.000000 +00:00		5	2023-10-04 05:12:51.001057 +00:00	1697170366
62	14	9	1		16	1	1	2023-10-28 15:00:00.000000 +00:00	2023-10-29 15:00:00.000000 +00:00		8	2023-10-04 05:13:27.442568 +00:00	1697170366
30	4										8	2023-09-27 01:28:55.938216 +00:00	1695778135
31	7										3	2023-09-27 01:29:53.039643 +00:00	1695778193
64	15	3	3		16	1	-2	2023-10-02 15:00:00.000000 +00:00	2023-10-03 15:00:00.000000 +00:00		2	2023-10-06 05:16:26.657955 +00:00	1697170366
67	15	5	5		24	2	2	2023-10-17 15:00:00.000000 +00:00	2023-10-18 15:00:00.000000 +00:00		5	2023-10-06 05:16:36.035805 +00:00	1697170366
69	15	7	4		40	1	1	2023-10-22 15:00:00.000000 +00:00	2023-10-26 15:00:00.000000 +00:00		7	2023-10-06 05:16:37.746609 +00:00	1697170366
56	14	3	3		16	0	-1	2023-10-03 15:00:00.000000 +00:00	2023-10-04 15:00:00.000000 +00:00	30	2	2023-10-04 05:12:49.125655 +00:00	1698384646
61	14	7	4		40	1	1	2023-10-26 15:00:00.000000 +00:00	2023-10-29 15:00:00.000000 +00:00		7	2023-10-04 05:13:22.022442 +00:00	1698384877
70	15	9			16	1	1	2023-10-27 15:00:00.000000 +00:00	2023-10-28 15:00:00.000000 +00:00		8	2023-10-06 05:16:45.537280 +00:00	1697170366
47	9										4	2023-09-29 00:55:08.233360 +00:00	1695948908
63	15	2	2		32	1		2023-10-01 15:00:00.000000 +00:00	2023-10-04 15:00:00.000000 +00:00	30	1	2023-10-06 05:16:23.427483 +00:00	1697170366
66	15	8	1		32	1	1	2023-10-10 15:00:00.000000 +00:00	2023-10-15 15:00:00.000000 +00:00		4	2023-10-06 05:16:32.694717 +00:00	1697170366
32	1	3	1		16	1	1	2023-09-26 15:00:00.000000 +00:00	2023-09-27 15:00:00.000000 +00:00		2	2023-09-27 01:32:48.878500 +00:00	1696750489
1	1	1	1		40	0		2023-09-19 15:00:00.000000 +00:00	2023-09-25 15:00:00.000000 +00:00	50	0	2023-09-21 15:01:13.693503 +00:00	1696109553
44	9	2	2		300	4		2023-10-31 15:00:00.000000 +00:00	2023-11-13 15:00:00.000000 +00:00	20	1	2023-09-29 00:37:20.868983 +00:00	1695948962
33	1	2	2		30	0	2	2023-09-30 15:00:00.000000 +00:00	2023-10-03 15:00:00.000000 +00:00		3	2023-09-27 01:35:49.126556 +00:00	1696109554
45	9	4	4		90	2	1	2023-11-14 15:00:00.000000 +00:00	2023-11-21 15:00:00.000000 +00:00		2	2023-09-29 00:37:43.448420 +00:00	1695948962
46	9	5	2		80	1	3	2023-11-26 15:00:00.000000 +00:00	2023-12-05 15:00:00.000000 +00:00		3	2023-09-29 00:51:26.352566 +00:00	1695948962
68	15	6	6		16	2	1	2023-10-19 15:00:00.000000 +00:00	2023-10-19 15:00:00.000000 +00:00		6	2023-10-06 05:16:37.013391 +00:00	1697170366
65	15	4	4		32	1	1	2023-10-04 15:00:00.000000 +00:00	2023-10-09 15:00:00.000000 +00:00		3	2023-10-06 05:16:29.037521 +00:00	1697170366
28	7										2	2023-09-26 04:36:47.607811 +00:00	1695703007
34	8	2	2		40	1		2023-10-09 15:00:00.000000 +00:00	2023-10-15 15:00:00.000000 +00:00		1	2023-09-28 13:34:11.179720 +00:00	1699427062
48	1	2	2		40	0	1	2023-10-04 15:00:00.000000 +00:00	2023-10-08 15:00:00.000000 +00:00		4	2023-09-29 01:14:47.572343 +00:00	1696109560
55	14	2	2		32	1		2023-10-01 15:00:00.000000 +00:00	2023-10-04 15:00:00.000000 +00:00	50	1	2023-10-04 05:12:48.219593 +00:00	1697170513
84	21	5	5					2023-09-21 15:00:00.000000 +00:00	2023-09-28 15:00:00.000000 +00:00		1	2023-11-23 04:02:17.445097 +00:00	1700712137
85	20	2	2					2023-09-22 15:00:00.000000 +00:00	2023-09-29 15:00:00.000000 +00:00		1	2023-11-23 04:02:17.446722 +00:00	1700712137
86	20	3	3					2023-09-23 15:00:00.000000 +00:00	2023-09-30 15:00:00.000000 +00:00		2	2023-11-23 04:02:17.448449 +00:00	1700712137
87	21	6	6					2023-09-24 15:00:00.000000 +00:00	2023-10-01 15:00:00.000000 +00:00		2	2023-11-23 04:02:17.450289 +00:00	1700712137
88	21	7	4					2023-09-25 15:00:00.000000 +00:00	2023-10-02 15:00:00.000000 +00:00		3	2023-11-23 04:02:17.451875 +00:00	1700712137
89	20	4	4					2023-09-26 15:00:00.000000 +00:00	2023-10-03 15:00:00.000000 +00:00		3	2023-11-23 04:02:17.453601 +00:00	1700712137
90	20	8	1					2023-09-27 15:00:00.000000 +00:00	2023-10-04 15:00:00.000000 +00:00		4	2023-11-23 04:02:17.455295 +00:00	1700712137
91	21							2023-09-28 15:00:00.000000 +00:00	2023-10-05 15:00:00.000000 +00:00		4	2023-11-23 04:02:17.456979 +00:00	1700712137
92	20	5	5					2023-09-29 15:00:00.000000 +00:00	2023-10-06 15:00:00.000000 +00:00		5	2023-11-23 04:02:17.458560 +00:00	1700712137
93	20	6	6					2023-09-30 15:00:00.000000 +00:00	2023-10-07 15:00:00.000000 +00:00		6	2023-11-23 04:02:17.460402 +00:00	1700712137
94	20	7	4					2023-10-01 15:00:00.000000 +00:00	2023-10-08 15:00:00.000000 +00:00		7	2023-11-23 04:02:17.462556 +00:00	1700712137
13	4	2	2		200	3		2023-10-29 15:00:00.000000 +00:00	2023-11-08 15:00:00.000000 +00:00	10	1	2023-09-26 04:27:18.919592 +00:00	1702268495
27	7	9	1		80	1		2024-03-31 15:00:00.000000 +00:00	2024-04-11 15:00:00.000000 +00:00		1	2023-09-26 04:35:37.296780 +00:00	1702268495
14	4	3	3		120	1	1	2023-11-09 15:00:00.000000 +00:00	2023-11-26 15:00:00.000000 +00:00	0	2	2023-09-26 04:27:54.599678 +00:00	1702268495
19	4	7	4		80	2	1	2024-03-07 15:00:00.000000 +00:00	2024-03-13 15:00:00.000000 +00:00		7	2023-09-26 04:30:13.509157 +00:00	1702268495
54	13	4	4		190	2	-6	2023-10-20 15:00:00.000000 +00:00	2023-11-02 15:00:00.000000 +00:00		2	2023-10-01 07:16:43.428514 +00:00	1702268495
24	5	5	5		60	1	1	2024-01-14 15:00:00.000000 +00:00	2024-01-23 15:00:00.000000 +00:00		5	2023-09-26 04:34:18.595837 +00:00	1702268495
22	5	4	4		120	2	1	2023-12-17 15:00:00.000000 +00:00	2023-12-26 15:00:00.000000 +00:00		3	2023-09-26 04:33:20.396139 +00:00	1702268495
17	4	5	5		80	1	1	2024-02-18 15:00:00.000000 +00:00	2024-02-26 15:00:00.000000 +00:00		5	2023-09-26 04:29:40.179417 +00:00	1702268495
49	6	2	2		60	1		2023-10-01 15:00:00.000000 +00:00	2023-10-10 15:00:00.000000 +00:00	100	1	2023-10-01 05:27:37.714270 +00:00	1702268495
20	5	2	2		100	4		2023-11-30 15:00:00.000000 +00:00	2023-12-05 15:00:00.000000 +00:00	90	1	2023-09-26 04:32:48.159991 +00:00	1702268495
51	6	4	4		200	2	-6	2023-10-15 15:00:00.000000 +00:00	2023-10-29 15:00:00.000000 +00:00	5	3	2023-10-01 05:27:39.073449 +00:00	1702268495
25	5	6	6		20	1	0	2024-01-23 15:00:00.000000 +00:00	2024-01-25 15:00:00.000000 +00:00		6	2023-09-26 04:34:56.445025 +00:00	1702268495
18	4	6	6		80	1	1	2024-02-27 15:00:00.000000 +00:00	2024-03-06 15:00:00.000000 +00:00		6	2023-09-26 04:29:52.418451 +00:00	1702268495
15	4	4	4		200	1	-5	2023-11-19 15:00:00.000000 +00:00	2023-12-14 15:00:00.000000 +00:00	10	3	2023-09-26 04:28:20.775715 +00:00	1702268495
26	5	7	4		80	1	1	2024-01-28 15:00:00.000000 +00:00	2024-02-08 15:00:00.000000 +00:00		7	2023-09-26 04:34:57.204587 +00:00	1702268495
50	6	3	3		100	1	-2	2023-10-08 15:00:00.000000 +00:00	2023-10-21 15:00:00.000000 +00:00	20	2	2023-10-01 05:27:38.454458 +00:00	1702268495
16	4	8	1		360	1	1	2023-12-17 15:00:00.000000 +00:00	2024-02-15 15:00:00.000000 +00:00	10	4	2023-09-26 04:28:47.868945 +00:00	1702268495
53	13	3	3		90	1		2023-10-15 15:00:00.000000 +00:00	2023-10-26 15:00:00.000000 +00:00		1	2023-10-01 07:13:57.635643 +00:00	1702268495
21	5	3	3		100	2	1	2023-12-06 15:00:00.000000 +00:00	2023-12-14 15:00:00.000000 +00:00	10	2	2023-09-26 04:33:04.145585 +00:00	1702268495
23	5	8	1		60	1	5	2024-01-02 15:00:00.000000 +00:00	2024-01-11 15:00:00.000000 +00:00		4	2023-09-26 04:34:17.822110 +00:00	1702268495
